DATE,GAME_ID,SEASON,TEAM,TEAM_LVL,PLAYER_ID,START_POSITION,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,PLUS_MINUS
2019-10-05,11900006,2019,L.A. Lakers,중위팀,201980,F,13.65,2,5,0.4,2,5,0.4,0,0,0.0,0,4.0,4,1,0,0,1,1,6,10
2019-10-05,11900006,2019,L.A. Lakers,중위팀,203076,F,18.416666666666668,9,16,0.563,0,3,0.0,4,6,0.667,5,5.0,10,2,1,0,2,2,22,13
2019-10-05,11900006,2019,L.A. Lakers,중위팀,201580,C,16.583333333333332,5,5,1.0,0,0,0.0,0,0,0.0,1,12.0,13,1,0,0,0,2,10,11
2019-10-05,11900006,2019,L.A. Lakers,중위팀,202340,G,12.683333333333334,0,3,0.0,0,1,0.0,0,0,0.0,0,1.0,1,0,0,0,0,3,0,2
2019-10-05,11900006,2019,L.A. Lakers,중위팀,2544,G,17.983333333333334,5,10,0.5,0,2,0.0,5,8,0.625,2,1.0,3,8,1,0,2,2,15,14
2019-10-05,11900006,2019,L.A. Lakers,중위팀,200765,SUB,18.75,3,8,0.375,2,5,0.4,0,0,0.0,0,1.0,1,4,1,0,2,1,8,4
2019-10-05,11900006,2019,L.A. Lakers,중위팀,203484,SUB,23.25,1,5,0.2,0,2,0.0,0,0,0.0,1,4.0,5,4,0,0,1,2,2,0
2019-10-05,11900006,2019,L.A. Lakers,중위팀,2730,SUB,18.216666666666665,3,7,0.429,0,0,0.0,3,7,0.429,2,7.0,9,0,0,0,2,2,9,6
2019-10-05,11900007,2019,Orlando,하위팀,203705,SUB,6.933333333333334,3,3,1.0,2,2,1.0,0,0,0.0,1,1.0,2,1,0,0,1,1,8,4
2019-10-05,11900006,2019,L.A. Lakers,중위팀,1629719,SUB,14.783333333333333,5,9,0.556,0,0,0.0,1,2,0.5,3,1.0,4,1,0,0,0,3,11,3
2019-10-05,11900006,2019,L.A. Lakers,중위팀,1627936,SUB,19.55,2,5,0.4,1,2,0.5,5,5,1.0,0,3.0,3,6,2,0,1,1,10,17
2019-10-05,11900006,2019,L.A. Lakers,중위팀,1629668,SUB,18.55,2,6,0.3329999999999999,2,5,0.4,1,2,0.5,1,1.0,2,4,1,0,0,1,7,12
2019-10-05,11900006,2019,L.A. Lakers,중위팀,1627743,SUB,15.233333333333333,3,7,0.429,0,1,0.0,0,0,0.0,1,0.0,1,0,1,1,1,1,6,7
2019-10-05,11900006,2019,L.A. Lakers,중위팀,204065,SUB,7.316666666666666,1,2,0.5,1,1,1.0,0,0,0.0,0,0.0,0,1,0,0,1,1,3,-7
2019-10-05,11900006,2019,Golden State,중위팀,203110,F,17.216666666666665,0,3,0.0,0,2,0.0,0,0,0.0,1,6.0,7,4,1,0,1,4,0,-6
2019-10-05,11900006,2019,Golden State,중위팀,1629016,C,22.783333333333335,2,9,0.222,2,6,0.3329999999999999,0,0,0.0,2,7.0,9,1,1,0,3,2,6,-2
2019-10-05,11900006,2019,Golden State,중위팀,1626156,G,18.45,2,9,0.222,0,4,0.0,0,0,0.0,0,2.0,2,1,0,0,1,0,4,-19
2019-10-05,11900006,2019,Golden State,중위팀,201939,G,17.95,5,11,0.455,1,5,0.2,7,8,0.875,1,2.0,3,2,2,0,1,0,18,-6
2019-10-05,11900006,2019,Golden State,중위팀,1628980,SUB,18.8,4,8,0.5,1,2,0.5,0,0,0.0,0,1.0,1,0,0,0,2,2,9,-10
2019-10-05,11900006,2019,Golden State,중위팀,203922,SUB,17.033333333333335,2,3,0.667,0,0,0.0,0,0,0.0,1,2.0,3,2,0,1,1,0,4,-7
2019-10-05,11900007,2019,Orlando,하위팀,1629724,SUB,5.083333333333333,1,2,0.5,0,0,0.0,0,0,0.0,1,1.0,2,1,0,0,0,2,2,5
2019-10-05,11900006,2019,Golden State,중위팀,1628035,F,21.166666666666668,3,8,0.375,1,4,0.25,0,0,0.0,1,5.0,6,2,0,1,0,3,7,-23
2019-10-05,11900007,2019,Orlando,하위팀,1629353,SUB,3.3,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,1,0,0,0,3,0,2
2019-10-05,11900005,2019,Sacramento,중위팀,1627812,SUB,22.283333333333335,4,11,0.364,1,5,0.2,3,4,0.75,1,0.0,1,4,0,0,3,1,12,-17
2019-10-05,11900005,2019,Sacramento,중위팀,1629117,SUB,15.416666666666666,1,5,0.2,1,5,0.2,3,4,0.75,0,4.0,4,2,1,1,3,1,6,-5
2019-10-05,11900005,2019,Sacramento,중위팀,1629713,SUB,9.9,2,6,0.3329999999999999,0,0,0.0,1,2,0.5,0,0.0,0,0,3,1,2,3,5,-9
2019-10-05,11900005,2019,Sacramento,중위팀,1628399,SUB,8.266666666666667,1,2,0.5,0,1,0.0,0,0,0.0,0,0.0,0,0,2,0,0,0,2,-8
2019-10-05,11900005,2019,Indiana,중위팀,1628513,SUB,2.65,0,0,0.0,0,0,0.0,0,0,0.0,0,1.0,1,0,0,0,1,0,0,-3
2019-10-05,11900005,2019,Indiana,중위팀,1627734,F,19.333333333333332,4,8,0.5,0,0,0.0,2,2,1.0,1,5.0,6,4,0,0,2,2,10,9
2019-10-05,11900005,2019,Indiana,중위팀,1626167,C,18.883333333333333,4,6,0.667,2,3,0.667,2,2,1.0,0,3.0,3,2,0,6,0,4,12,5
2019-10-05,11900005,2019,Indiana,중위팀,203087,G,18.816666666666666,4,8,0.5,2,3,0.667,1,1,1.0,0,5.0,5,2,2,0,0,1,11,6
2019-10-05,11900005,2019,Indiana,중위팀,1627763,G,18.816666666666666,0,6,0.0,0,2,0.0,0,0,0.0,1,0.0,1,5,0,0,1,3,0,6
2019-10-05,11900005,2019,Sacramento,중위팀,1629657,SUB,19.883333333333333,2,7,0.286,1,5,0.2,4,5,0.8,0,2.0,2,3,0,0,1,1,9,-8
2019-10-05,11900005,2019,Indiana,중위팀,203960,SUB,19.766666666666666,6,10,0.6,2,2,1.0,1,2,0.5,1,3.0,4,1,0,0,1,1,15,5
2019-10-05,11900005,2019,Indiana,중위팀,203926,SUB,14.0,3,7,0.429,1,3,0.3329999999999999,0,0,0.0,1,2.0,3,1,0,1,1,1,7,15
2019-10-05,11900005,2019,Indiana,중위팀,1628410,SUB,13.35,5,7,0.7140000000000001,0,0,0.0,0,0,0.0,0,2.0,2,4,1,0,1,1,10,8
2019-10-05,11900005,2019,Indiana,중위팀,1628993,SUB,20.216666666666665,6,11,0.545,2,4,0.5,3,3,1.0,4,4.0,8,1,0,0,4,4,17,16
2019-10-05,11900005,2019,Indiana,중위팀,203200,SUB,19.7,4,5,0.8,3,3,1.0,3,3,1.0,0,5.0,5,1,1,0,2,3,14,12
2019-10-05,11900005,2019,Indiana,중위팀,1628988,SUB,19.616666666666667,5,9,0.556,2,4,0.5,4,4,1.0,1,2.0,3,3,0,1,2,5,16,15
2019-10-05,11900005,2019,Indiana,중위팀,1628578,SUB,12.0,2,3,0.667,0,0,0.0,0,0,0.0,0,4.0,4,0,0,2,1,2,4,7
2019-10-05,11900005,2019,Indiana,중위팀,1628968,SUB,3.75,1,2,0.5,0,0,0.0,0,0,0.0,1,0.0,1,0,0,0,0,0,2,2
2019-10-05,11900005,2019,Indiana,중위팀,1629721,SUB,2.65,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,-3
2019-10-05,11900007,2019,Orlando,하위팀,1629168,SUB,3.3,1,1,1.0,0,0,0.0,0,0,0.0,0,1.0,1,1,0,0,0,0,2,2
2019-10-05,11900005,2019,Indiana,중위팀,204456,SUB,17.633333333333333,3,5,0.6,0,1,0.0,0,0,0.0,0,3.0,3,8,3,0,4,0,6,14
2019-10-05,11900005,2019,Sacramento,중위팀,1628403,SUB,17.85,2,4,0.5,0,0,0.0,0,0,0.0,1,3.0,4,3,1,2,1,5,4,-6
2019-10-05,11900005,2019,Indiana,중위팀,203933,F,18.816666666666666,2,7,0.286,1,4,0.25,1,1,1.0,0,2.0,2,3,0,0,0,1,6,6
2019-10-05,11900005,2019,Sacramento,중위팀,203992,SUB,21.0,3,7,0.429,2,2,1.0,0,0,0.0,0,1.0,1,0,1,0,0,0,8,-18
2019-10-05,11900007,2019,Orlando,하위팀,1629610,SUB,3.3,0,1,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0,0,0,1,0,0,2
2019-10-05,11900007,2019,San Antonio,중위팀,1629022,F,24.683333333333334,3,8,0.375,0,1,0.0,2,2,1.0,0,1.0,1,5,1,0,2,3,8,-12
2019-10-05,11900007,2019,San Antonio,중위팀,200746,F,15.6,3,5,0.6,1,1,1.0,0,0,0.0,0,3.0,3,0,0,1,2,0,7,-10
2019-10-05,11900007,2019,San Antonio,중위팀,1627751,C,13.783333333333333,2,4,0.5,0,0,0.0,0,0,0.0,2,2.0,4,2,0,1,2,0,4,3
2019-10-05,11900005,2019,Sacramento,중위팀,202357,SUB,9.583333333333334,1,1,1.0,1,1,1.0,2,2,1.0,0,1.0,1,0,0,1,2,0,5,-7
2019-10-05,11900007,2019,San Antonio,중위팀,1627749,G,14.5,3,7,0.429,1,1,1.0,4,4,1.0,0,4.0,4,4,2,0,2,2,11,-5
2019-10-05,11900007,2019,San Antonio,중위팀,1628401,SUB,16.85,1,9,0.111,1,3,0.3329999999999999,0,0,0.0,0,1.0,1,6,2,1,3,0,3,-13
2019-10-05,11900007,2019,San Antonio,중위팀,200752,SUB,17.566666666666666,2,6,0.3329999999999999,0,1,0.0,0,0,0.0,1,5.0,6,0,1,0,3,1,4,-10
2019-10-05,11900007,2019,San Antonio,중위팀,1629002,SUB,15.7,3,4,0.75,0,1,0.0,0,0,0.0,0,3.0,3,0,0,0,0,2,6,-8
2019-10-05,11900007,2019,San Antonio,중위팀,1629640,SUB,22.766666666666666,2,14,0.143,0,3,0.0,3,5,0.6,1,1.0,2,0,1,0,1,2,7,-31
2019-10-05,11900007,2019,San Antonio,중위팀,1627854,G,23.016666666666666,9,13,0.6920000000000001,5,6,0.833,1,1,1.0,0,1.0,1,2,0,0,1,0,24,-4
2019-10-05,11900007,2019,San Antonio,중위팀,1629664,SUB,20.4,0,1,0.0,0,0,0.0,0,0,0.0,2,3.0,5,0,0,0,2,1,0,-28
2019-10-05,11900007,2019,San Antonio,중위팀,1629234,SUB,16.25,1,4,0.25,0,0,0.0,3,4,0.75,2,1.0,3,1,0,0,1,2,5,-24
2019-10-05,11900007,2019,San Antonio,중위팀,1629683,SUB,11.933333333333334,3,6,0.5,0,0,0.0,1,2,0.5,0,1.0,1,1,1,0,2,1,7,-15
2019-10-05,11900007,2019,San Antonio,중위팀,1629677,SUB,8.35,1,3,0.3329999999999999,0,0,0.0,1,2,0.5,3,0.0,3,0,0,0,0,0,3,-2
2019-10-05,11900005,2019,Sacramento,중위팀,203084,F,16.45,0,1,0.0,0,1,0.0,2,2,1.0,0,2.0,2,1,0,0,0,0,2,-2
2019-10-05,11900005,2019,Sacramento,중위팀,1628963,F,25.9,5,12,0.417,1,1,1.0,4,6,0.667,1,5.0,6,0,0,0,1,2,15,-12
2019-10-05,11900005,2019,Sacramento,중위팀,203473,C,20.133333333333333,3,7,0.429,2,3,0.667,3,4,0.75,0,7.0,7,0,0,2,1,3,11,-4
2019-10-05,11900005,2019,Sacramento,중위팀,1627741,G,27.616666666666667,6,13,0.462,3,9,0.3329999999999999,2,2,1.0,1,4.0,5,5,0,0,1,3,17,-17
2019-10-05,11900005,2019,Sacramento,중위팀,1628368,G,25.716666666666665,1,6,0.1669999999999999,0,1,0.0,8,10,0.8,0,2.0,2,6,2,0,3,4,10,-7
2019-10-05,11900007,2019,San Antonio,중위팀,1629756,SUB,18.6,0,1,0.0,0,1,0.0,0,0,0.0,1,2.0,3,1,1,0,1,2,0,-21
2019-10-06,11900010,2019,Charlotte,중위팀,1628424,SUB,12.0,1,6,0.1669999999999999,1,3,0.3329999999999999,0,0,0.0,0,0.0,0,4,0,0,4,3,3,-2
2019-10-06,11900010,2019,Charlotte,중위팀,202687,SUB,8.466666666666667,3,5,0.6,0,0,0.0,2,2,1.0,2,1.0,3,0,1,1,0,2,8,4
2019-10-06,11900010,2019,Charlotte,중위팀,1628997,SUB,23.0,5,11,0.455,2,5,0.4,1,1,1.0,1,3.0,4,2,0,0,5,1,13,-6
2019-10-06,11900010,2019,Charlotte,중위팀,1628998,SUB,10.1,1,5,0.2,0,2,0.0,0,0,0.0,0,1.0,1,1,2,0,0,0,2,-8
2019-10-06,11900010,2019,Charlotte,중위팀,1626195,SUB,14.65,1,2,0.5,0,0,0.0,0,0,0.0,1,3.0,4,1,2,1,1,3,2,-7
2019-10-06,11900010,2019,Charlotte,중위팀,203469,C,13.55,2,9,0.222,0,4,0.0,1,1,1.0,0,1.0,1,3,1,0,0,2,5,-14
2019-10-06,11900010,2019,Charlotte,중위팀,101107,SUB,15.233333333333333,3,5,0.6,1,2,0.5,0,1,0.0,1,3.0,4,0,1,0,1,1,7,0
2019-10-06,11900010,2019,Charlotte,중위팀,1626179,G,22.483333333333334,3,7,0.429,1,3,0.3329999999999999,2,2,1.0,0,4.0,4,9,2,1,0,0,9,17
2019-10-06,11900010,2019,Charlotte,중위팀,1628407,G,22.583333333333332,4,10,0.4,0,3,0.0,2,2,1.0,0,3.0,3,2,0,0,1,3,10,10
2019-10-06,11900010,2019,Charlotte,중위팀,201587,F,17.316666666666666,1,2,0.5,0,1,0.0,0,0,0.0,2,4.0,6,1,0,1,3,1,2,9
2019-10-06,11900010,2019,Charlotte,중위팀,1628970,F,23.216666666666665,4,8,0.5,1,3,0.3329999999999999,3,4,0.75,4,6.0,10,1,0,0,6,4,12,8
2019-10-06,11900010,2019,Charlotte,중위팀,1629759,SUB,8.983333333333333,1,3,0.3329999999999999,1,1,1.0,0,0,0.0,0,0.0,0,0,0,0,0,1,3,-4
2019-10-06,11900010,2019,Charlotte,중위팀,1628984,SUB,22.083333333333332,3,7,0.429,2,4,0.5,0,0,0.0,0,1.0,1,3,1,0,1,1,8,-15
2019-10-06,11900010,2019,Charlotte,중위팀,1629606,SUB,6.566666666666666,2,3,0.667,2,3,0.667,0,0,0.0,0,0.0,0,0,0,0,1,2,6,1
2019-10-06,11900010,2019,Charlotte,중위팀,1629023,SUB,19.766666666666666,6,7,0.857,3,4,0.75,1,2,0.5,2,5.0,7,2,1,1,2,5,16,2
2019-10-06,11900010,2019,Boston,중위팀,1628369,F,23.466666666666665,8,14,0.5710000000000001,3,8,0.375,1,3,0.3329999999999999,0,4.0,4,1,3,1,3,0,20,-5
